EFFECTNAME;UNIT;SPELL;LEVEL_1;LEVEL_3;LEVEL_2;LEVEL_4;LEVEL_5
Destroy exactly all water cards from your side of the field to gain three points.;False;True;False;False;False;False;False
Destroy exactly all water cards from your side of the field to gain two points.;False;True;False;False;False;False;False
Destroy exactly all water cards on the field.;False;True;False;False;False;False;False
Destroy exactly four air cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four air cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four air cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four air cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four air cards on the field.;False;True;False;True;False;False;False
Destroy exactly four aquatic cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four aquatic cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four aquatic cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four aquatic cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four aquatic cards on the field.;True;False;False;True;False;False;False
Destroy exactly four beast cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four beast cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four beast cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four beast cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four beast cards on the field.;True;False;False;True;False;False;False
Destroy exactly four botanic cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four botanic cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four botanic cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four botanic cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four botanic cards on the field.;True;False;False;True;False;False;False
Destroy exactly four cards controlled by each player.;False;True;False;True;False;False;False
Destroy exactly four creatures controlled by each player.;False;True;False;True;False;False;False
Destroy exactly four dark cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four dark cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four dark cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four dark cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four dark cards on the field.;False;True;False;True;False;False;False
Destroy exactly four dragon cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four dragon cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four dragon cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four dragon cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four dragon cards on the field.;True;False;False;True;False;False;False
Destroy exactly four earth cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four earth cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four earth cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four earth cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four earth cards on the field.;False;True;False;True;False;False;False
Destroy exactly four electric cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four electric cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four electric cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four electric cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four electric cards on the field.;False;True;False;True;False;False;False
Destroy exactly four elemental cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four elemental cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four elemental cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four elemental cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four elemental cards on the field.;True;False;False;True;False;False;False
Destroy exactly four fairy cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four fairy cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four fairy cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four fairy cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four fairy cards on the field.;True;False;False;True;False;False;False
Destroy exactly four fire cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four fire cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four fire cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four fire cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four fire cards on the field.;False;True;False;True;False;False;False
Destroy exactly four ghost cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four ghost cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four ghost cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four ghost cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four ghost cards on the field.;True;False;False;True;False;False;False
Destroy exactly four insect cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four insect cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four insect cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four insect cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four insect cards on the field.;True;False;False;True;False;False;False
Destroy exactly four light cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four light cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four light cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four light cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four light cards on the field.;False;True;False;True;False;False;False
Destroy exactly four machine cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four machine cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four machine cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four machine cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four machine cards on the field.;True;False;False;True;False;False;False
Destroy exactly four rank 1 cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 1 cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 1 cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 1 cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 1 cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 1 creature cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 1 creature cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 1 creature cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 1 creature cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 1 creature cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 1 spell cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 1 spell cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 1 spell cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 1 spell cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 1 spell cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 2 cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 2 cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 2 cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 2 cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 2 cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 2 creature cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 2 creature cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 2 creature cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 2 creature cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 2 creature cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 2 spell cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 2 spell cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 2 spell cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 2 spell cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 2 spell cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 3 cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 3 cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 3 cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 3 cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 3 cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 3 creature cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 3 creature cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 3 creature cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 3 creature cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 3 creature cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 3 spell cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 3 spell cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 3 spell cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 3 spell cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 3 spell cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 4 cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 4 cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 4 cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 4 cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 4 cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 4 creature cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 4 creature cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 4 creature cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 4 creature cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 4 creature cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 5 cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 5 cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 5 cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 5 cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 5 cards on the field.;False;True;False;True;False;False;False
Destroy exactly four rank 5 creature cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four rank 5 creature cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four rank 5 creature cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four rank 5 creature cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four rank 5 creature cards on the field.;False;True;False;True;False;False;False
Destroy exactly four reptile cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four reptile cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four reptile cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four reptile cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four reptile cards on the field.;True;False;False;True;False;False;False
Destroy exactly four spell cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four spell cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four spell cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four spell cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four spell cards on the field.;False;True;False;True;False;False;False
Destroy exactly four spellcaster cards from your side of the field to gain four points.;True;True;False;True;False;False;False
Destroy exactly four spellcaster cards from your side of the field to gain one point.;True;True;False;True;False;False;False
Destroy exactly four spellcaster cards from your side of the field to gain three points.;True;True;False;True;False;False;False
Destroy exactly four spellcaster cards from your side of the field to gain two points.;True;True;False;True;False;False;False
Destroy exactly four spellcaster cards on the field.;True;True;False;True;False;False;False
Destroy exactly four spells controlled by each player.;False;True;False;True;False;False;False
Destroy exactly four undead cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four undead cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four undead cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four undead cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four undead cards on the field.;True;False;False;True;False;False;False
Destroy exactly four warrior cards from your side of the field to gain four points.;True;False;False;True;False;False;False
Destroy exactly four warrior cards from your side of the field to gain one point.;True;False;False;True;False;False;False
Destroy exactly four warrior cards from your side of the field to gain three points.;True;False;False;True;False;False;False
Destroy exactly four warrior cards from your side of the field to gain two points.;True;False;False;True;False;False;False
Destroy exactly four warrior cards on the field.;True;False;False;True;False;False;False
Destroy exactly four water cards from your side of the field to gain four points.;False;True;False;True;False;False;False
Destroy exactly four water cards from your side of the field to gain one point.;False;True;False;True;False;False;False
Destroy exactly four water cards from your side of the field to gain three points.;False;True;False;True;False;False;False
Destroy exactly four water cards from your side of the field to gain two points.;False;True;False;True;False;False;False
Destroy exactly four water cards on the field.;False;True;False;True;False;False;False
Destroy exactly one air card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one air card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one air card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one air card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one air card on the field.;False;True;True;False;False;False;False
Destroy exactly one aquatic card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one aquatic card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one aquatic card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one aquatic card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one aquatic card on the field.;True;False;True;False;False;False;False
Destroy exactly one beast card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one beast card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one beast card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one beast card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one beast card on the field.;True;False;True;False;False;False;False
Destroy exactly one botanic card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one botanic card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one botanic card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one botanic card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one botanic card on the field.;True;False;True;False;False;False;False
Destroy exactly one card controlled by each player.;False;True;True;False;False;False;False
Destroy exactly one creature controlled by each player.;False;True;True;False;False;False;False
Destroy exactly one dark card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one dark card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one dark card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one dark card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one dark card on the field.;False;True;True;False;False;False;False
Destroy exactly one dragon card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one dragon card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one dragon card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one dragon card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one dragon card on the field.;True;False;True;False;False;False;False
Destroy exactly one earth card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one earth card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one earth card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one earth card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one earth card on the field.;False;True;True;False;False;False;False
Destroy exactly one electric card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one electric card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one electric card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one electric card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one electric card on the field.;False;True;True;False;False;False;False
Destroy exactly one elemental card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one elemental card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one elemental card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one elemental card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one elemental card on the field.;True;False;True;False;False;False;False
Destroy exactly one fairy card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one fairy card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one fairy card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one fairy card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one fairy card on the field.;True;False;True;False;False;False;False
Destroy exactly one fire card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one fire card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one fire card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one fire card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one fire card on the field.;False;True;True;False;False;False;False
Destroy exactly one ghost card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one ghost card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one ghost card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one ghost card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one ghost card on the field.;True;False;True;False;False;False;False
Destroy exactly one insect card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one insect card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one insect card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one insect card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one insect card on the field.;True;False;True;False;False;False;False
Destroy exactly one light card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one light card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one light card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one light card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one light card on the field.;False;True;True;False;False;False;False
Destroy exactly one machine card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one machine card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one machine card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one machine card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one machine card on the field.;True;False;True;False;False;False;False
Destroy exactly one rank 1 card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 1 card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 1 card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 1 card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 1 card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 1 creature card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 1 creature card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 1 creature card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 1 creature card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 1 creature card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 1 spell card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 1 spell card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 1 spell card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 1 spell card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 1 spell card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 2 card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 2 card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 2 card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 2 card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 2 card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 2 creature card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 2 creature card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 2 creature card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 2 creature card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 2 creature card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 2 spell card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 2 spell card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 2 spell card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 2 spell card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 2 spell card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 3 card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 3 card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 3 card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 3 card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 3 card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 3 creature card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 3 creature card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 3 creature card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 3 creature card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 3 creature card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 3 spell card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 3 spell card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 3 spell card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 3 spell card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 3 spell card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 4 card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 4 card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 4 card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 4 card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 4 card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 4 creature card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 4 creature card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 4 creature card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 4 creature card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 4 creature card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 5 card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 5 card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 5 card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 5 card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 5 card on the field.;False;True;True;False;False;False;False
Destroy exactly one rank 5 creature card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one rank 5 creature card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one rank 5 creature card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one rank 5 creature card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one rank 5 creature card on the field.;False;True;True;False;False;False;False
Destroy exactly one reptile card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one reptile card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one reptile card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one reptile card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one reptile card on the field.;True;False;True;False;False;False;False
Destroy exactly one spell card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one spell card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one spell card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one spell card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one spell card on the field.;False;True;True;False;False;False;False
Destroy exactly one spell controlled by each player.;False;True;True;False;False;False;False
Destroy exactly one spellcaster card from your side of the field to gain four points.;True;True;True;False;False;False;False
Destroy exactly one spellcaster card from your side of the field to gain one point.;True;True;True;False;False;False;False
Destroy exactly one spellcaster card from your side of the field to gain three points.;True;True;True;False;False;False;False
Destroy exactly one spellcaster card from your side of the field to gain two points.;True;True;True;False;False;False;False
Destroy exactly one spellcaster card on the field.;True;True;True;False;False;False;False
Destroy exactly one undead card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one undead card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one undead card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one undead card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one undead card on the field.;True;False;True;False;False;False;False
Destroy exactly one warrior card from your side of the field to gain four points.;True;False;True;False;False;False;False
Destroy exactly one warrior card from your side of the field to gain one point.;True;False;True;False;False;False;False
Destroy exactly one warrior card from your side of the field to gain three points.;True;False;True;False;False;False;False
Destroy exactly one warrior card from your side of the field to gain two points.;True;False;True;False;False;False;False
Destroy exactly one warrior card on the field.;True;False;True;False;False;False;False
Destroy exactly one water card from your side of the field to gain four points.;False;True;True;False;False;False;False
Destroy exactly one water card from your side of the field to gain one point.;False;True;True;False;False;False;False
Destroy exactly one water card from your side of the field to gain three points.;False;True;True;False;False;False;False
Destroy exactly one water card from your side of the field to gain two points.;False;True;True;False;False;False;False
Destroy exactly one water card on the field.;False;True;True;False;False;False;False
Destroy exactly three air cards from your side of the field to gain four points.;False;True;False;True;True;False;False
Destroy exactly three air cards from your side of the field to gain one point.;False;True;False;True;True;False;False
Destroy exactly three air cards from your side of the field to gain three points.;False;True;False;True;True;False;False
Destroy exactly three air cards from your side of the field to gain two points.;False;True;False;True;True;False;False
Destroy exactly three air cards on the field.;False;True;False;True;True;False;False
Destroy exactly three aquatic cards from your side of the field to gain four points.;True;False;False;True;True;False;False
Destroy exactly three aquatic cards from your side of the field to gain one point.;True;False;False;True;True;False;False
Destroy exactly three aquatic cards from your side of the field to gain three points.;True;False;False;True;True;False;False
Destroy exactly three aquatic cards from your side of the field to gain two points.;True;False;False;True;True;False;False
Destroy exactly three aquatic cards on the field.;True;False;False;True;True;False;False
Destroy exactly three beast cards from your side of the field to gain four points.;True;False;False;True;True;False;False
Destroy exactly three beast cards from your side of the field to gain one point.;True;False;False;True;True;False;False
